"DATE_TIME";"1__1_4550_002_A___Actual_Valve_Position";"1__1_4550_003_A___Desired_Valve_Position";"1__1_4550_102_B___Actual_Valve_Position";"1__1_4550_103_B___Desired_Valve_Position"
"2025-05-19 13:15:21 408000us";62.40;62.40;62.80;62.80
"2025-05-19 13:15:21 508000us";62.40;62.40;62.80;62.80
"2025-05-19 13:15:21 608000us";62.40;62.80;62.40;62.40
"2025-05-19 13:15:21 708000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:21 808000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:21 908000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:22 008000us";62.00;61.60;62.00;61.60
"2025-05-19 13:15:22 108000us";61.60;61.60;61.60;61.60
"2025-05-19 13:15:22 208000us";61.60;61.60;61.20;61.60
"2025-05-19 13:15:22 308000us";61.60;61.60;61.60;61.20
"2025-05-19 13:15:22 408000us";61.60;61.60;61.20;61.60
"2025-05-19 13:15:22 508000us";61.20;61.60;61.60;61.60
"2025-05-19 13:15:22 608000us";61.20;61.20;61.20;61.60
"2025-05-19 13:15:22 708000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:22 808000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:22 908000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:23 008000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:23 108000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:23 208000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:23 308000us";61.20;61.60;61.20;60.80
"2025-05-19 13:15:23 408000us";61.60;61.20;61.20;61.60
"2025-05-19 13:15:23 508000us";61.20;61.60;61.60;61.20
"2025-05-19 13:15:23 608000us";61.20;61.60;61.20;61.20
"2025-05-19 13:15:23 708000us";61.60;61.60;61.60;61.20
"2025-05-19 13:15:23 808000us";61.20;61.60;61.20;61.60
"2025-05-19 13:15:23 908000us";61.60;61.60;61.60;61.60
"2025-05-19 13:15:24 008000us";61.60;61.60;61.60;61.20
"2025-05-19 13:15:24 108000us";61.60;61.20;61.20;61.60
"2025-05-19 13:15:24 208000us";61.20;61.60;61.60;61.60
"2025-05-19 13:15:24 308000us";61.20;61.60;61.60;61.60
"2025-05-19 13:15:24 408000us";61.60;61.20;61.20;61.20
"2025-05-19 13:15:24 508000us";61.60;61.60;61.20;61.60
"2025-05-19 13:15:24 608000us";61.60;62.00;61.60;62.00
"2025-05-19 13:15:24 708000us";62.00;62.00;62.00;61.20
"2025-05-19 13:15:24 808000us";61.60;61.60;61.60;61.60
"2025-05-19 13:15:24 908000us";61.60;61.60;61.60;61.60
"2025-05-19 13:15:25 008000us";61.60;61.60;61.60;62.00
"2025-05-19 13:15:25 108000us";61.60;62.00;61.60;62.00
"2025-05-19 13:15:25 208000us";62.00;62.00;62.00;61.60
"2025-05-19 13:15:25 308000us";61.60;61.60;61.60;61.20
"2025-05-19 13:15:25 408000us";61.60;61.20;61.60;61.60
"2025-05-19 13:15:25 508000us";61.20;60.80;61.20;60.80
"2025-05-19 13:15:25 608000us";60.80;61.20;60.80;60.80
"2025-05-19 13:15:25 708000us";60.80;61.20;60.80;61.20
"2025-05-19 13:15:25 808000us";61.20;61.20;61.20;61.60
"2025-05-19 13:15:25 908000us";61.20;60.80;61.20;61.20
"2025-05-19 13:15:26 008000us";61.20;62.00;61.60;62.00
"2025-05-19 13:15:26 108000us";61.60;61.60;62.40;61.60
"2025-05-19 13:15:26 208000us";61.60;62.00;62.00;62.00
"2025-05-19 13:15:26 308000us";61.60;62.40;62.00;62.00
"2025-05-19 13:15:26 408000us";61.60;62.40;62.00;62.00
"2025-05-19 13:15:26 508000us";62.00;62.40;62.40;62.40
"2025-05-19 13:15:26 608000us";62.00;62.40;62.40;62.80
"2025-05-19 13:15:26 708000us";62.40;62.80;62.80;62.80
"2025-05-19 13:15:26 808000us";62.40;62.80;62.80;62.40
"2025-05-19 13:15:26 908000us";62.80;63.20;62.40;62.80
"2025-05-19 13:15:27 008000us";62.80;62.40;62.80;62.80
"2025-05-19 13:15:27 108000us";62.80;62.40;62.80;62.40
"2025-05-19 13:15:27 208000us";62.40;62.80;62.40;62.40
"2025-05-19 13:15:27 308000us";62.40;62.40;62.40;62.80
"2025-05-19 13:15:27 408000us";62.80;62.40;62.80;62.80
"2025-05-19 13:15:27 508000us";62.40;63.20;62.80;62.80
"2025-05-19 13:15:27 608000us";62.40;62.40;62.80;62.80
"2025-05-19 13:15:27 708000us";62.80;62.40;62.40;62.40
"2025-05-19 13:15:27 808000us";62.80;62.40;62.40;62.80
"2025-05-19 13:15:27 908000us";62.80;62.80;62.80;62.40
"2025-05-19 13:15:28 008000us";62.40;62.80;62.80;62.80
"2025-05-19 13:15:28 108000us";62.80;62.40;62.40;62.40
"2025-05-19 13:15:28 208000us";63.20;62.80;62.40;62.80
"2025-05-19 13:15:28 308000us";62.40;62.40;62.80;62.40
"2025-05-19 13:15:28 408000us";62.40;62.40;62.40;62.00
"2025-05-19 13:15:28 508000us";62.40;62.40;62.40;62.00
"2025-05-19 13:15:28 608000us";62.40;62.00;62.00;62.40
"2025-05-19 13:15:28 708000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:28 808000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:28 908000us";62.40;61.60;62.00;62.00
"2025-05-19 13:15:29 008000us";61.60;61.20;61.60;61.60
"2025-05-19 13:15:29 108000us";61.60;61.60;61.20;61.20
"2025-05-19 13:15:29 208000us";61.60;61.60;61.60;61.20
"2025-05-19 13:15:29 308000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:29 408000us";61.20;61.20;61.20;60.80
"2025-05-19 13:15:29 508000us";61.20;61.20;60.80;60.80
"2025-05-19 13:15:29 608000us";61.20;60.80;60.80;60.80
"2025-05-19 13:15:29 708000us";60.80;61.20;60.80;60.80
"2025-05-19 13:15:29 808000us";60.80;60.80;60.80;61.20
"2025-05-19 13:15:29 908000us";60.80;60.80;60.80;60.40
"2025-05-19 13:15:30 008000us";60.80;61.20;60.80;60.80
"2025-05-19 13:15:30 108000us";60.80;60.80;60.80;61.20
"2025-05-19 13:15:30 208000us";60.80;60.80;60.80;60.80
"2025-05-19 13:15:30 308000us";60.80;61.20;61.20;60.80
"2025-05-19 13:15:30 408000us";60.80;61.20;60.80;60.80
"2025-05-19 13:15:30 508000us";60.80;60.80;60.80;61.20
"2025-05-19 13:15:30 608000us";60.80;60.80;61.20;61.20
"2025-05-19 13:15:30 708000us";61.20;61.20;60.80;60.80
"2025-05-19 13:15:30 808000us";61.20;61.20;60.80;60.80
"2025-05-19 13:15:30 908000us";61.20;60.80;61.20;61.20
"2025-05-19 13:15:31 008000us";61.20;61.20;60.80;61.20
"2025-05-19 13:15:31 108000us";61.20;61.20;60.80;60.80
"2025-05-19 13:15:31 208000us";61.20;60.80;61.20;61.20
"2025-05-19 13:15:31 308000us";61.20;60.80;60.80;60.80
"2025-05-19 13:15:31 408000us";60.80;60.80;60.80;60.80
"2025-05-19 13:15:31 508000us";61.20;61.20;60.80;60.80
"2025-05-19 13:15:31 608000us";61.20;61.20;61.20;60.80
"2025-05-19 13:15:31 708000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:31 808000us";61.20;61.60;61.20;61.60
"2025-05-19 13:15:31 908000us";61.20;61.20;61.60;60.80
"2025-05-19 13:15:32 008000us";61.20;61.20;61.20;61.60
"2025-05-19 13:15:32 108000us";61.20;61.60;61.60;61.60
"2025-05-19 13:15:32 208000us";61.60;61.60;61.60;61.60
"2025-05-19 13:15:32 308000us";61.60;62.00;61.20;62.00
"2025-05-19 13:15:32 408000us";61.60;62.00;61.60;62.00
"2025-05-19 13:15:32 508000us";62.00;62.00;61.60;62.40
"2025-05-19 13:15:32 608000us";62.00;62.40;62.40;62.00
"2025-05-19 13:15:32 708000us";62.00;62.40;62.40;62.00
"2025-05-19 13:15:32 808000us";62.00;62.40;62.00;62.40
"2025-05-19 13:15:32 908000us";62.00;62.40;62.40;62.40
"2025-05-19 13:15:33 008000us";62.40;62.80;62.40;62.00
"2025-05-19 13:15:33 108000us";62.40;62.40;62.40;62.40
"2025-05-19 13:15:33 208000us";62.40;62.00;62.80;62.00
"2025-05-19 13:15:33 308000us";62.00;62.40;62.00;62.40
"2025-05-19 13:15:33 408000us";62.00;62.40;62.40;62.00
"2025-05-19 13:15:33 508000us";62.40;62.40;62.40;62.00
"2025-05-19 13:15:33 608000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:33 708000us";62.40;62.40;62.00;62.40
"2025-05-19 13:15:33 808000us";62.40;62.40;62.40;62.00
"2025-05-19 13:15:33 908000us";62.00;62.40;62.00;62.40
"2025-05-19 13:15:34 008000us";62.00;62.00;62.40;62.00
"2025-05-19 13:15:34 108000us";62.00;62.00;62.40;62.40
"2025-05-19 13:15:34 208000us";62.00;62.00;62.00;62.40
"2025-05-19 13:15:34 308000us";62.00;62.40;62.00;61.60
"2025-05-19 13:15:34 408000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:34 508000us";62.00;61.60;62.00;62.00
"2025-05-19 13:15:34 608000us";61.60;62.00;61.60;61.60
"2025-05-19 13:15:34 708000us";61.60;61.60;61.20;61.20
"2025-05-19 13:15:34 808000us";61.60;61.60;61.60;61.20
"2025-05-19 13:15:34 908000us";61.60;61.20;61.60;61.60
"2025-05-19 13:15:35 008000us";61.60;60.80;60.80;61.20
"2025-05-19 13:15:35 108000us";61.20;60.40;60.80;60.40
"2025-05-19 13:15:35 208000us";60.80;60.40;60.40;60.40
"2025-05-19 13:15:35 308000us";60.80;60.80;60.00;61.20
"2025-05-19 13:15:35 408000us";60.80;61.20;60.80;61.20
"2025-05-19 13:15:35 508000us";60.80;61.20;61.20;60.80
"2025-05-19 13:15:35 608000us";60.80;61.20;60.80;60.80
"2025-05-19 13:15:35 708000us";61.20;60.80;60.80;61.20
"2025-05-19 13:15:35 808000us";61.20;61.20;60.80;61.20
"2025-05-19 13:15:35 908000us";61.20;61.20;61.60;60.80
"2025-05-19 13:15:36 008000us";61.20;61.20;60.80;60.80
"2025-05-19 13:15:36 108000us";61.20;61.60;60.80;61.20
"2025-05-19 13:15:36 208000us";61.20;61.60;61.60;61.60
"2025-05-19 13:15:36 308000us";61.20;62.00;62.00;61.60
"2025-05-19 13:15:36 408000us";61.20;61.60;61.60;61.60
"2025-05-19 13:15:36 508000us";62.00;61.60;62.00;61.60
"2025-05-19 13:15:36 608000us";62.00;62.40;61.60;62.00
"2025-05-19 13:15:36 708000us";61.60;62.40;62.00;61.60
"2025-05-19 13:15:36 808000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:36 908000us";62.00;62.00;62.00;62.40
"2025-05-19 13:15:37 008000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:37 108000us";62.00;62.40;62.00;62.40
"2025-05-19 13:15:37 208000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:37 308000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:37 408000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:37 508000us";62.00;61.60;62.00;62.00
"2025-05-19 13:15:37 608000us";62.00;61.60;61.60;61.60
"2025-05-19 13:15:37 708000us";62.00;62.00;61.60;62.00
"2025-05-19 13:15:37 808000us";62.00;62.00;61.60;61.60
"2025-05-19 13:15:37 908000us";61.60;61.60;61.60;61.60
"2025-05-19 13:15:38 008000us";61.60;61.60;61.60;61.60
"2025-05-19 13:15:38 108000us";61.60;62.00;61.60;61.60
"2025-05-19 13:15:38 208000us";61.60;62.00;62.00;62.00
"2025-05-19 13:15:38 308000us";61.60;62.00;61.60;61.60
"2025-05-19 13:15:38 408000us";61.60;61.60;62.00;61.60
"2025-05-19 13:15:38 508000us";62.00;61.60;62.00;62.00
"2025-05-19 13:15:38 608000us";62.00;62.00;62.00;61.60
"2025-05-19 13:15:38 708000us";61.60;62.40;61.60;62.40
"2025-05-19 13:15:38 808000us";62.00;62.40;62.40;62.40
"2025-05-19 13:15:38 908000us";62.00;62.00;62.40;62.00
"2025-05-19 13:15:39 008000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:39 108000us";62.00;62.40;62.00;62.00
"2025-05-19 13:15:39 208000us";61.60;62.00;62.00;62.40
"2025-05-19 13:15:39 308000us";62.40;62.40;62.40;62.40
"2025-05-19 13:15:39 408000us";62.40;62.40;62.40;62.00
"2025-05-19 13:15:39 508000us";62.00;62.00;62.40;62.40
"2025-05-19 13:15:39 608000us";62.00;62.40;62.00;62.40
"2025-05-19 13:15:39 708000us";62.00;62.40;62.40;62.40
"2025-05-19 13:15:39 808000us";62.00;62.40;62.00;62.80
"2025-05-19 13:15:39 908000us";62.40;62.80;62.80;62.40
"2025-05-19 13:15:40 008000us";62.40;62.80;62.40;62.80
"2025-05-19 13:15:40 108000us";62.80;62.40;62.40;62.80
"2025-05-19 13:15:40 208000us";62.40;62.40;62.80;62.40
"2025-05-19 13:15:40 308000us";62.40;62.40;62.40;62.40
"2025-05-19 13:15:40 408000us";62.40;62.40;62.00;62.00
"2025-05-19 13:15:40 508000us";62.40;62.40;62.00;62.40
"2025-05-19 13:15:40 608000us";62.40;62.80;62.40;62.40
"2025-05-19 13:15:40 708000us";62.40;62.00;62.40;62.00
"2025-05-19 13:15:40 808000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:40 908000us";62.00;62.00;61.60;62.00
"2025-05-19 13:15:41 008000us";62.00;61.60;62.00;61.60
"2025-05-19 13:15:41 108000us";62.00;61.60;61.60;61.60
"2025-05-19 13:15:41 208000us";61.60;61.60;61.60;62.00
"2025-05-19 13:15:41 308000us";62.00;61.60;61.60;61.60
"2025-05-19 13:15:41 408000us";62.00;61.60;62.00;61.20
"2025-05-19 13:15:41 508000us";61.60;61.60;61.60;61.60
"2025-05-19 13:15:41 608000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:41 708000us";61.20;61.60;61.20;61.20
"2025-05-19 13:15:41 808000us";61.20;61.60;61.20;61.60
"2025-05-19 13:15:41 908000us";61.60;61.60;61.60;61.20
"2025-05-19 13:15:42 008000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:42 108000us";61.60;61.60;61.20;61.20
"2025-05-19 13:15:42 208000us";61.20;61.60;61.20;61.20
"2025-05-19 13:15:42 308000us";61.20;60.80;61.60;61.20
"2025-05-19 13:15:42 408000us";61.20;61.20;60.80;61.60
"2025-05-19 13:15:42 508000us";61.20;61.20;61.20;60.80
"2025-05-19 13:15:42 608000us";61.20;61.20;61.20;60.80
"2025-05-19 13:15:42 708000us";61.20;61.60;61.20;61.20
"2025-05-19 13:15:42 808000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:42 908000us";61.20;61.60;61.20;61.20
"2025-05-19 13:15:43 008000us";61.20;62.00;61.20;61.60
"2025-05-19 13:15:43 108000us";61.20;61.60;61.60;61.60
"2025-05-19 13:15:43 208000us";61.20;61.60;61.60;61.60
"2025-05-19 13:15:43 308000us";61.60;61.20;61.20;61.60
"2025-05-19 13:15:43 408000us";61.20;62.00;61.60;61.60
"2025-05-19 13:15:43 508000us";62.00;61.60;62.00;61.60
"2025-05-19 13:15:43 608000us";61.60;62.00;61.60;62.00
"2025-05-19 13:15:43 708000us";61.60;62.00;62.00;62.00
"2025-05-19 13:15:43 808000us";61.60;62.00;62.00;61.60
"2025-05-19 13:15:43 908000us";61.60;62.00;61.60;62.00
"2025-05-19 13:15:44 008000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:44 108000us";62.00;62.40;62.40;62.40
"2025-05-19 13:15:44 208000us";62.00;62.40;62.40;62.00
"2025-05-19 13:15:44 308000us";62.40;62.40;62.40;62.40
"2025-05-19 13:15:44 408000us";62.40;62.40;62.40;62.80
"2025-05-19 13:15:44 508000us";62.00;63.60;62.40;62.40
"2025-05-19 13:15:44 608000us";62.00;63.60;62.80;63.20
"2025-05-19 13:15:44 708000us";62.80;62.80;63.20;62.40
"2025-05-19 13:15:44 808000us";63.20;62.40;62.80;62.80
"2025-05-19 13:15:44 908000us";62.80;63.20;62.80;62.80
"2025-05-19 13:15:45 008000us";62.40;62.80;62.80;62.80
"2025-05-19 13:15:45 108000us";63.20;62.80;62.80;62.80
"2025-05-19 13:15:45 208000us";63.20;62.80;62.80;62.80
"2025-05-19 13:15:45 308000us";63.20;62.80;62.80;62.80
"2025-05-19 13:15:45 408000us";62.40;62.80;62.80;62.40
"2025-05-19 13:15:45 508000us";62.40;62.80;62.80;62.40
"2025-05-19 13:15:45 608000us";62.80;62.40;62.80;62.80
"2025-05-19 13:15:45 708000us";62.40;62.80;62.80;62.40
"2025-05-19 13:15:45 808000us";62.80;62.80;62.40;62.80
"2025-05-19 13:15:45 908000us";62.80;62.40;62.40;62.40
"2025-05-19 13:15:46 008000us";62.80;62.40;62.40;62.40
"2025-05-19 13:15:46 108000us";62.80;62.40;62.80;62.40
"2025-05-19 13:15:46 208000us";62.40;62.40;62.40;62.00
"2025-05-19 13:15:46 308000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:46 408000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:46 508000us";62.00;62.00;61.60;62.00
"2025-05-19 13:15:46 608000us";62.00;62.00;61.60;62.00
"2025-05-19 13:15:46 708000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:46 808000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:46 908000us";62.00;62.00;61.60;62.00
"2025-05-19 13:15:47 008000us";61.60;61.60;62.00;61.60
"2025-05-19 13:15:47 108000us";62.00;61.60;61.60;62.00
"2025-05-19 13:15:47 208000us";61.60;62.00;61.60;61.60
"2025-05-19 13:15:47 308000us";61.60;62.00;61.60;62.00
"2025-05-19 13:15:47 408000us";61.60;62.00;62.00;61.60
"2025-05-19 13:15:47 508000us";61.60;61.60;61.60;61.60
"2025-05-19 13:15:47 608000us";61.60;61.60;61.60;62.00
"2025-05-19 13:15:47 708000us";61.60;62.00;61.60;61.60
"2025-05-19 13:15:47 808000us";61.60;62.00;61.60;61.60
"2025-05-19 13:15:47 908000us";61.60;62.00;62.00;61.60
"2025-05-19 13:15:48 008000us";61.60;62.00;61.60;61.60
"2025-05-19 13:15:48 108000us";61.60;62.00;61.60;61.60
"2025-05-19 13:15:48 208000us";61.60;62.00;62.00;62.00
"2025-05-19 13:15:48 308000us";61.60;62.00;62.00;62.00
"2025-05-19 13:15:48 408000us";62.00;62.40;62.00;62.00
"2025-05-19 13:15:48 508000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:48 608000us";62.00;62.40;62.00;62.00
"2025-05-19 13:15:48 708000us";62.00;62.00;62.00;62.40
"2025-05-19 13:15:48 808000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:48 908000us";62.00;62.40;62.00;62.00
"2025-05-19 13:15:49 008000us";62.00;61.60;61.60;61.60
"2025-05-19 13:15:49 108000us";61.60;62.00;61.60;62.00
"2025-05-19 13:15:49 208000us";62.00;62.40;62.00;62.00
"2025-05-19 13:15:49 308000us";62.40;62.40;62.00;62.00
"2025-05-19 13:15:49 408000us";62.00;62.40;62.00;62.00
"2025-05-19 13:15:49 508000us";62.00;62.40;62.40;62.40
"2025-05-19 13:15:49 608000us";62.40;62.40;62.40;62.40
"2025-05-19 13:15:49 708000us";62.80;62.80;62.80;62.00
"2025-05-19 13:15:49 808000us";62.40;62.80;62.40;62.40
"2025-05-19 13:15:49 908000us";62.40;62.40;62.40;62.80
"2025-05-19 13:15:50 008000us";62.40;62.40;62.40;62.40
"2025-05-19 13:15:50 108000us";62.80;62.00;62.00;62.00
"2025-05-19 13:15:50 208000us";62.80;62.00;62.00;61.60
"2025-05-19 13:15:50 308000us";62.40;62.00;61.60;62.40
"2025-05-19 13:15:50 408000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:50 508000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:50 608000us";62.00;62.00;62.00;61.60
"2025-05-19 13:15:50 708000us";62.00;61.60;61.60;62.00
"2025-05-19 13:15:50 808000us";61.60;62.00;62.00;61.60
"2025-05-19 13:15:50 908000us";61.60;62.00;61.60;61.60
"2025-05-19 13:15:51 008000us";62.00;61.60;61.60;61.60
"2025-05-19 13:15:51 108000us";61.60;61.60;61.20;61.60
"2025-05-19 13:15:51 208000us";61.60;61.60;61.20;61.20
"2025-05-19 13:15:51 308000us";61.20;61.20;61.20;61.20
"2025-05-19 13:15:51 408000us";61.20;61.20;60.80;60.80
"2025-05-19 13:15:51 508000us";60.80;60.40;60.80;60.40
"2025-05-19 13:15:51 608000us";60.80;60.40;60.00;60.40
"2025-05-19 13:15:51 708000us";60.80;60.40;60.40;60.00
"2025-05-19 13:15:51 808000us";60.40;60.40;60.40;60.00
"2025-05-19 13:15:51 908000us";60.80;60.00;60.40;60.40
"2025-05-19 13:15:52 008000us";60.80;61.20;60.40;60.80
"2025-05-19 13:15:52 108000us";60.40;61.20;60.80;60.40
"2025-05-19 13:15:52 208000us";60.80;60.80;60.80;60.80
"2025-05-19 13:15:52 308000us";60.80;60.80;60.80;61.60
"2025-05-19 13:15:52 408000us";61.20;61.20;61.20;60.80
"2025-05-19 13:15:52 508000us";60.80;61.20;61.20;60.80
"2025-05-19 13:15:52 608000us";61.20;61.20;60.80;61.20
"2025-05-19 13:15:52 708000us";61.20;61.60;61.20;61.60
"2025-05-19 13:15:52 808000us";61.20;61.20;61.60;61.60
"2025-05-19 13:15:52 908000us";61.20;61.60;61.20;61.20
"2025-05-19 13:15:53 008000us";61.20;61.60;61.20;62.00
"2025-05-19 13:15:53 108000us";61.60;61.60;62.00;61.60
"2025-05-19 13:15:53 208000us";61.60;61.60;61.60;62.00
"2025-05-19 13:15:53 308000us";61.60;62.00;62.00;62.00
"2025-05-19 13:15:53 408000us";62.00;62.00;62.00;61.60
"2025-05-19 13:15:53 508000us";62.00;62.40;62.00;62.40
"2025-05-19 13:15:53 608000us";62.00;62.80;62.40;62.80
"2025-05-19 13:15:53 708000us";62.00;62.80;62.80;62.00
"2025-05-19 13:15:53 808000us";62.40;62.80;62.80;62.40
"2025-05-19 13:15:53 908000us";62.80;62.40;62.40;62.80
"2025-05-19 13:15:54 008000us";62.40;62.80;62.40;62.00
"2025-05-19 13:15:54 108000us";62.40;62.80;62.00;62.40
"2025-05-19 13:15:54 208000us";62.80;62.40;62.80;62.40
"2025-05-19 13:15:54 308000us";62.40;62.00;62.40;62.40
"2025-05-19 13:15:54 408000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:54 508000us";62.00;62.40;62.00;62.00
"2025-05-19 13:15:54 608000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:54 708000us";62.40;62.00;61.60;62.00
"2025-05-19 13:15:54 808000us";62.00;62.40;62.00;62.00
"2025-05-19 13:15:54 908000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:55 008000us";62.00;62.00;62.00;61.60
"2025-05-19 13:15:55 108000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:55 208000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:55 308000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:55 408000us";62.00;62.00;62.00;61.60
"2025-05-19 13:15:55 508000us";62.00;62.00;62.00;61.60
"2025-05-19 13:15:55 608000us";61.60;61.20;61.60;61.20
"2025-05-19 13:15:55 708000us";61.20;60.80;61.20;60.80
"2025-05-19 13:15:55 808000us";61.20;60.80;60.80;61.60
"2025-05-19 13:15:55 908000us";61.20;61.20;61.20;61.60
"2025-05-19 13:15:56 008000us";61.20;61.20;61.60;61.60
"2025-05-19 13:15:56 108000us";61.20;62.00;61.60;61.60
"2025-05-19 13:15:56 208000us";61.60;61.60;61.60;62.00
"2025-05-19 13:15:56 308000us";61.60;62.00;62.00;61.60
"2025-05-19 13:15:56 408000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:56 508000us";62.00;62.00;62.00;61.60
"2025-05-19 13:15:56 608000us";61.60;62.40;62.00;62.40
"2025-05-19 13:15:56 708000us";62.00;62.40;62.80;62.40
"2025-05-19 13:15:56 808000us";62.80;62.80;62.40;62.80
"2025-05-19 13:15:56 908000us";62.40;62.80;62.80;62.80
"2025-05-19 13:15:57 008000us";62.40;62.40;62.80;62.80
"2025-05-19 13:15:57 108000us";62.80;63.60;62.40;62.80
"2025-05-19 13:15:57 208000us";62.80;63.60;62.80;62.80
"2025-05-19 13:15:57 308000us";63.20;62.80;62.80;62.80
"2025-05-19 13:15:57 408000us";62.80;63.20;62.80;63.20
"2025-05-19 13:15:57 508000us";62.80;63.20;62.80;62.80
"2025-05-19 13:15:57 608000us";63.20;63.20;62.80;63.20
"2025-05-19 13:15:57 708000us";62.80;63.60;63.20;63.20
"2025-05-19 13:15:57 808000us";63.20;63.20;63.20;63.60
"2025-05-19 13:15:57 908000us";63.20;63.20;63.60;63.20
"2025-05-19 13:15:58 008000us";63.60;63.60;63.60;63.60
"2025-05-19 13:15:58 108000us";63.60;63.20;63.20;62.80
"2025-05-19 13:15:58 208000us";63.20;63.20;63.20;63.60
"2025-05-19 13:15:58 308000us";63.60;63.60;63.60;63.20
"2025-05-19 13:15:58 408000us";63.20;63.20;63.20;63.20
"2025-05-19 13:15:58 508000us";62.80;63.20;63.20;63.20
"2025-05-19 13:15:58 608000us";62.80;63.20;63.20;63.20
"2025-05-19 13:15:58 708000us";62.80;62.80;62.80;62.80
"2025-05-19 13:15:58 808000us";63.20;62.80;62.40;62.40
"2025-05-19 13:15:58 908000us";62.40;62.00;62.40;62.40
"2025-05-19 13:15:59 008000us";62.40;62.00;62.00;62.00
"2025-05-19 13:15:59 108000us";62.40;62.40;61.60;62.00
"2025-05-19 13:15:59 208000us";62.00;62.00;62.00;62.00
"2025-05-19 13:15:59 308000us";62.00;62.00;61.60;61.60
"2025-05-19 13:15:59 408000us";62.00;61.60;61.60;62.00
"2025-05-19 13:15:59 508000us";62.00;61.60;61.60;61.20
"2025-05-19 13:15:59 608000us";62.00;61.60;61.20;61.60
"2025-05-19 13:15:59 708000us";61.60;61.20;61.60;61.60
"2025-05-19 13:15:59 808000us";61.60;61.20;61.20;61.60
"2025-05-19 13:15:59 908000us";61.60;61.60;61.20;61.20
"2025-05-19 13:16:00 008000us";61.60;61.60;61.20;60.80
"2025-05-19 13:16:00 108000us";61.20;60.80;60.80;60.80
"2025-05-19 13:16:00 208000us";61.20;61.20;60.80;61.20
"2025-05-19 13:16:00 308000us";61.20;61.20;61.20;60.80
"2025-05-19 13:16:00 408000us";60.80;60.80;61.20;60.80
"2025-05-19 13:16:00 508000us";60.80;60.80;60.80;60.80
"2025-05-19 13:16:00 608000us";60.80;61.20;60.80;60.80
"2025-05-19 13:16:00 708000us";60.80;61.20;60.80;61.20
"2025-05-19 13:16:00 808000us";60.80;61.20;60.80;60.80
"2025-05-19 13:16:00 908000us";60.80;60.80;61.20;60.80
"2025-05-19 13:16:01 008000us";60.80;61.20;60.80;60.80
"2025-05-19 13:16:01 108000us";60.80;61.20;60.80;61.20
"2025-05-19 13:16:01 208000us";61.20;61.20;61.20;61.20
"2025-05-19 13:16:01 308000us";61.20;61.20;61.20;60.80
"2025-05-19 13:16:01 408000us";61.20;61.20;61.20;61.60
"2025-05-19 13:16:01 508000us";61.20;61.20;61.20;61.20
"2025-05-19 13:16:01 608000us";61.20;61.60;61.60;61.20
"2025-05-19 13:16:01 708000us";61.20;61.20;61.20;60.80
"2025-05-19 13:16:01 808000us";61.20;61.20;60.80;61.60
"2025-05-19 13:16:01 908000us";61.20;61.60;61.60;61.20
"2025-05-19 13:16:02 008000us";61.20;61.60;61.20;61.20
"2025-05-19 13:16:02 108000us";61.20;61.60;61.20;61.60
